tweet_id,text,author_id,created_at,place_id,like_count,quote_count,reply_count,retweet_count,conversation_id,in_reply_to_user_id
1091136188453392389,@FETHER9 @jimmykimmel @IAMGUILLERMO @NFL @NdamukongSuh @JaredGoff16 @AaronDonald97 @Edelman11 @TG3II @III_Flowers @RobGronkowski @brandincooks @SweetFeet_White @SuperBowl @Patriots @RamsNFL Bahahahahaha,14547447,2019-02-01T00:48:34.000Z,3797791ff9c0e4c6,0,0,0,0,1091133959512051712,187201683
1091135084839735296,@Badassboom666 Mulligan pour le #SuperBowl ? 🤔,3483882497,2019-02-01T00:44:11.000Z,36775d842cbec509,0,0,1,0,1091131276940230656,892109415209467906
1091134330729046016,Pairs well with the chili from @tastebrodo. Mentally preparing for the Super Bowl. #redwine #cabernetsauvignon #bcwine #chili #superbowl @ Township 7 Vineyards and Winery https://t.co/G1d2MYXXcT,159636666,2019-02-01T00:41:11.000Z,4194d285edec464d,0,0,0,1,1091134330729046016,N/A
1091131614661353472,I'm looking to buy a Brady jersey for the Super Bowl and apparently they're sold out across Toronto. Go figure.,51111698,2019-02-01T00:30:23.000Z,3797791ff9c0e4c6,2,0,1,0,1091131614661353472,N/A
1091129349712039937,LATEST: Stacey Abrams is set to make a Super Bowl debut  https://t.co/0GPA7opgqe,38328506,2019-02-01T00:21:23.000Z,5c43cbdfce4d3247,0,0,0,0,1091129349712039937,N/A
1091126313749004289,https://t.co/0BAMzDKwSN,21714408,2019-02-01T00:09:20.000Z,4939b600461c30a4,0,0,0,0,1091126313749004289,N/A
1091124340563763205,"All Day Hoppy Hour |Chili Topped Nachos (On Us for Groups of 6+) | Games &amp; Prizes including #JustinTimberlake Tickets &amp; Jerseys 

#superbowl #yegevents #craftbeer #superbowlpartyedmonton #superbowlparty",612194310,2019-02-01T00:01:29.000Z,6a6d896ba1cb5dc4,0,0,0,0,1091124145188814848,612194310
1091154131408977920,"It’s beginning to feel a lot like Football Christmas! 🏈🎄
We kick off our #SuperBowl weekend with Dj Shrek’s Music Video mixshow tonight at 10pm with $11 mini-jugs all night!

Full Details for our #SBLIII party:
https://t.co/hUoFeMsfxy

#nfl #football #touchdown #patriots #rams https://t.co/o0WmbCCYoB",1528544768,2019-02-01T01:59:52.000Z,607f11608565d341,2,0,0,1,1091154131408977920,N/A
1091153524933648385,"#SuperBowl Contest! Enter to win a @Roku Express #streaming device AND a 9 month subscription to @daznglobal live #sports streaming! See our FB or IG to participate. 🏈 Contest ends February 7. 

#freestuff #giveaway #cordcutters #tech #contest #ContestAlert https://t.co/UR29W8B6gr",19730806,2019-02-01T01:57:27.000Z,1e5cb4d0509db554,0,2,0,0,1091153524933648385,N/A
1091152194676506624,I'm thinking of wearing my #Steelers Jersey all #SuperBowl weekend because #SixRings is no joke 😎😎. Don't @ me 😂,602328764,2019-02-01T01:52:10.000Z,53504716d445dcad,0,0,0,0,1091152194676506624,N/A
1091147691915120652,@fakeGAINER Next year’s Super Bowl Champ Marcus Brady?,132202993,2019-02-01T01:34:16.000Z,54c4f6486754d056,1,0,0,0,1091131614661353472,290688652
