tweet_id,text,author_id,created_at,place_id,like_count,quote_count,reply_count,retweet_count,conversation_id,in_reply_to_user_id
1223400912900829195,"No Show einstein pub on February 2nd. Super Bowl Sunday.. #NFL
--
Back on February 9th with a hot show hosted by Janice Israeloff
#CanadianComedy #StandUpComedy #TorontoComedy @ einstein pub https://t.co/THqo0lX2Fm",932338796640665601,2020-02-01T00:21:21.000Z,3797791ff9c0e4c6,0,0,0,0,1223400912900829195,N/A
1223398397522206720,"DJ Khaled Brings Out Rick Ross, Lil Wayne and Migos at Bud Light Super Bowl Music Fest https://t.co/37negnlEpU via @billboard",2240774123,2020-02-01T00:11:22.000Z,23b629b33fba1676,0,0,0,0,1223398397522206720,N/A
1223397988837531649,#Keepingitreal #Winnipeg #ImpeachmentTrialSham #ImpeachmentHoax is OVER!! Now let's talk @NFL #SuperBowl . @Chiefs will win and @PatrickMahomes will be #MVP #SuperBowl https://t.co/wQtmsPlFk8,2988887736,2020-02-01T00:09:44.000Z,0811cf61cd9ea52f,0,0,0,0,1223397988837531649,N/A
1223396112347697152,"@Nucks70 Damit No,  it should be Super Bowl Saturday",23955824,2020-02-01T00:02:17.000Z,1e5cb4d0509db554,1,0,1,0,1223394076910768130,1286119651
1223421700089483264,"@sftimetrivia tomorrow and Super Bowl Sunday! Great prizes! Sunday Funday smoked ribs, 1/2 price wings and more for the Super Bowl! @ Zantes Bar And Grill https://t.co/OtZqpP10mW",543811540,2020-02-01T01:43:58.000Z,1c62596a6c17b0a5,0,0,0,0,1223421700089483264,972578829326848000
1223418882733428742,"Super Bowl wknd is here, and we’re celebrating with a trio of touchdown worthy recipes. Watch @globaledmonton tomorrow at 8:20/8:50/9:20 to catch sports nutrition tips, and MVP eats like caramelized onion dip, buffalo chicken meatballs, and spicy salmon kebobs! #yegfood https://t.co/w3EYkOxLuk",800175396071219200,2020-02-01T01:32:46.000Z,6a6d896ba1cb5dc4,5,0,1,2,1223418882733428742,N/A
1223417215355162624,"We are opening at 12 on Sunday, gameday!

Let us be why you ate to many carbs! 

Pre order now
🏈
🏈
519-601-9191   
https://t.co/QBaNBxruUs 
🏈
🏈

#superbowl #football #delicious #food #pizza #Deals https://t.co/HD0KCEHgT2",853811167432654848,2020-02-01T01:26:08.000Z,1795f2e3639cab31,0,0,0,0,1223417215355162624,N/A
1223417006944407552,#Keepingitreal #Winnipeg #ImpeachmentTrialSham #ImpeachmentHoax is OVER!! Now let's talk  @NFL #SuperBowl . @Chiefs will win and @PatrickMahomes will be #MVP #SuperBowl https://t.co/sb1WX2g0wp,2988887736,2020-02-01T01:25:19.000Z,0811cf61cd9ea52f,1,0,0,0,1223417006944407552,N/A
1223437301499469824,Super bowl Sunday is this weekend and it was Jersey day at Erie Shores HealthCare! https://t.co/Z9ziSobT1Z,2673994410,2020-02-01T02:45:57.000Z,0fc33eb0fa54f000,5,1,0,0,1223437301499469824,N/A
1223434680902418433,@fakeezzie thought of you while I wrote the last part of this. Ordinary people doing extraordinary things for their daughters. Cheers to a fellow girl dad. https://t.co/1VGDSQG0MF,2174419608,2020-02-01T02:35:32.000Z,53504716d445dcad,1,0,1,0,1223434680902418433,4108188865
1223433918491381760,Blog. Groundhog. Super bowl. A little girl dad. https://t.co/1VGDSQXCbf,2174419608,2020-02-01T02:32:31.000Z,53504716d445dcad,0,0,0,0,1223433918491381760,N/A
1223431033359650818,"The irony...

Instead of using 10 million dollars to help animal shelters/sanctuaries, you chose this. 

Wow, just wow. 

Could you be more tone deaf?  #peta #SuperBowl https://t.co/mntG5yEJ24",41274756,2020-02-01T02:21:03.000Z,1e5cb4d0509db554,0,0,0,0,1223431033359650818,N/A
1223431021753798656,"@blm8688 Those stories are there, well covered. But there’s room for the Super Bowl doctor too.",289498966,2020-02-01T02:21:00.000Z,1e5cb4d0509db554,24,0,3,0,1223424728804708353,2955358696
1223427155264180225,Super Bowl Music Headed to Digital Services in Real Time as 'Visual Album' https://t.co/clu81lu6TA via @billboard,2240774123,2020-02-01T02:05:38.000Z,23b629b33fba1676,0,0,0,0,1223427155264180225,N/A
1223426129832312832,A Complete Guide to Every Super Bowl LIV Party &amp; Event https://t.co/kLZFhaqhko via @billboard,2240774123,2020-02-01T02:01:34.000Z,23b629b33fba1676,0,0,0,0,1223426129832312832,N/A
1223455227489075207,Got my good luck charm ready for the Super Bowl. @JerryRice @49ers #NinerGang https://t.co/6LeeE1kKFf,344733367,2020-02-01T03:57:11.000Z,53504716d445dcad,6,0,0,0,1223455227489075207,N/A
1223452858181279745,Come on over to Rutland Centennial Hall this Sunday and join The @KelownaChiefs for our #SuperBowl Party I’ll be wearing my Kelowna Chiefs Jersey to cheer on The @Chiefs #GoChiefsGo https://t.co/kaS0TEObC8,1244154978,2020-02-01T03:47:46.000Z,07d9f73ba0087000,0,0,0,0,1223452858181279745,N/A
1223450526874046464,"Multitasking opportunity knocks!! Get your ride #detailed and watch the #superbowl With us this Sunday. Starting 11am. @ Mississauga, Ontario https://t.co/J5HswCRuGO",874745245,2020-02-01T03:38:30.000Z,5c43cbdfce4d3247,0,0,0,0,1223450526874046464,N/A
1223447577737089024,"#KickToWin for a chance to win† 1000s of instant prizes, plus 2 tickets to Super Bowl LV in 2021 at https://t.co/UX2tHYN5xQ",116638954,2020-02-01T03:26:47.000Z,53504716d445dcad,0,0,0,0,1223447577737089024,N/A
1223443541088702464,"🏈This #SuperBowl Sunday, we will release a new bonus watch-along episode with one of the weirdest 80s flicks! #SundayFunday 

✅SUBSCRIBE:
iTunes/Spotify/Web
https://t.co/oY3IPnQPGC https://t.co/6hDec9K0au",1210350905524203521,2020-02-01T03:10:45.000Z,5d058f2e9fe1516c,0,0,0,0,1223443541088702464,N/A
1223443351556567040,"@JdeQuebec Et ce soir, le ministre regarde 3 heures de Netflix #UncutGems et pour dimanche, le #SuperBowl a reseau anglophone americaine ""pour les annonces' #IT",1325853535,2020-02-01T03:10:00.000Z,36775d842cbec509,1,0,0,0,1223295770201337861,31016461
1223462351770394625,On @CNN @ReliableSources tonight: Super Bowl weekend; Senate state of play; final Iowa poll; Brexit front pages; Fox v. Roku; Bloomberg's win; recommended reads: https://t.co/SfcivgZovb,1027677408,2020-02-01T04:25:30.000Z,20b0cabb7578c4c9,8,0,0,1,1223462351770394625,N/A
1223484535964221440,"@bootlegger1974 Saturday we have to behave , Princess has skaters early Sunday morning and apparently it looks bad if I’m hung and stink of ale. But maybe i’ll show the pain I go through at these competitions. Super bowl party at Trent’s Sunday",887202093508861953,2020-02-01T05:53:39.000Z,2eb22037045b3689,1,0,0,0,1223478603809284096,235060059
1223482777137373184,@bootlegger1974 A couple of beers tonight taking it slow. Princess has a skating competition this weekend. Stay tuned for the Super Bowl video coming on Sunday,887202093508861953,2020-02-01T05:46:39.000Z,2eb22037045b3689,1,0,1,0,1223478603809284096,235060059
1223495516920532992,I love this 🇨🇦 #SuperBowl story by @sarahleavittcbc: The Canadian doctor playing in the Super Bowl https://t.co/m5rngCUlog @CBCMontreal @CBCTheNational,17157142,2020-02-01T06:37:17.000Z,1e5cb4d0509db554,1,0,0,1,1223495516920532992,N/A
1223510318736789504,🎙@JLo &amp; @Shakira promise an 'empowering' #SuperBowl Halftime Show https://t.co/Wme3RXGUvI @SuperBowl #SuperBowLIV,104418660,2020-02-01T07:36:06.000Z,6a6d896ba1cb5dc4,9,0,0,0,1223510318736789504,N/A
1223505764125294593,Right up there with Whitney‘s Super Bowl performance. https://t.co/wWkAKMXroM,17874892,2020-02-01T07:18:00.000Z,0bdcca7f6f1a86c6,1,0,0,1,1223505764125294593,N/A
1223530598263918593,"🏈Superbowl Weekend open houses🏈

Don’t fumble your chance to score a touchdown on one of these amazing homes! 
-

📍663 Montroyal blvd, North Vancouver 
🗓 Saturday February 1st
11:30am - 1:30pm 
🛏 6
🛁 6
📐5178 sq… https://t.co/qujWFSbbsa",115174177,2020-02-01T08:56:41.000Z,71ae4593b0caefd3,0,0,0,0,1223530598263918593,N/A
1223557478178115585,"I have been up late crafting and watching Schitt's Creek mini marathon on CBC. BitmojiVee is telling me we're riding with the Kansas City Chiefs!! Still have a few spots couchside for my Super Bowl Party!
https://t.co/KCKt0cCvjb https://t.co/v9oeQPuCqH",971599236415438848,2020-02-01T10:43:30.000Z,1bbb3bca095cc945,7,0,2,0,1223557478178115585,N/A
1223588771800780800,"Good morning, @CityKitchener!  Have an awesome Saturday.  Grab a java!  Run some errands! Visit with friends! Get ready for @SuperBowl Sunday tomorrow! Have an awesome day! https://t.co/bbyGp6TYTk",108364164,2020-02-01T12:47:51.000Z,47be6341b02ac59f,15,0,0,3,1223588771800780800,N/A
1223603584689786882,https://t.co/Gd1H11HVDw,46560244,2020-02-01T13:46:42.000Z,127021a2772dbff7,0,0,0,0,1223603584689786882,N/A
1223602147289456645,"Our good friends, grilling experts @MaddieAndKiki, dropped by this morning with their three elements to a perfect Super Bowl party spread: the Thriller, the Filler, and...the Spiller! 😂🏈🙌 https://t.co/XuzK4gxTXZ",224332496,2020-02-01T13:40:59.000Z,3797791ff9c0e4c6,0,0,0,1,1223602147289456645,N/A
1223601091310428160,The amazing Gap Wireless cheering section #SuperBowl #gapwireless #49ers https://t.co/5XUpMzlumB,2732364765,2020-02-01T13:36:48.000Z,63f7d7a30d0d1242,0,0,0,0,1223601091310428160,N/A
1223600886036955137,@salcorrente @GeneralHospital @TheIrvineImprov @MauriceBenard @mbstateofmind I wish i could goCelebrate your birthday&amp;to finally thank u inPerson for alwaysTaking the time to Listen&amp;your advice hasHelped alot u have helped meMore then u know&amp;1 day soon I'll get my wish to meet u&amp;thank u inPerson i hope u have a great superbowl tomorrow the 49ers r urTeam?,735907813,2020-02-01T13:35:59.000Z,2e25bfbedbc62328,2,0,1,0,1223595393121968128,18278282
1223600872011259909,Thor Farms has a brisket big enough for the hungriest Super Bowl crowd! Hurry down to the Barrie Farmers' Market to get it before it's gone. #localfood #footballfood https://t.co/uMP4DYahJF,2887383963,2020-02-01T13:35:55.000Z,07d9dbcd78c84003,0,0,0,1,1223600872011259909,N/A
1223600735222423553,@GapWireless Looking good folks!  Enjoy the Super Bowl!!!,2732364765,2020-02-01T13:35:23.000Z,63f7d7a30d0d1242,0,0,0,0,1223355268190363648,284195100
1223598249271005184,"Making Superbowl Nachos or Chili? 

Try MEXICANA a British Farmhouse Cheddar with bell, jalapeno and chilli peppers blended with a secret mix of Mexican spices https://t.co/xYc5HsGe2s",467111619,2020-02-01T13:25:30.000Z,07d9cf039e085002,1,0,0,0,1223598249271005184,N/A
1223597028074192897,"@JNodwell 100 million + Americans will watch the Super Bowl on Sunday, and who knows, but I have my suspicions (WHOknows) all of them will be cheering their team to victory!",1975323068,2020-02-01T13:20:39.000Z,1795f2e3639cab31,0,0,0,0,1223578948933758976,2784217912
