tweet_id,text,author_id,created_at,place_id,like_count,quote_count,reply_count,retweet_count,conversation_id,in_reply_to_user_id
1223410619065475075,See you at the Super Bowl Party part 2 https://t.co/AmUTENV943,780447221414137856,2020-02-01T00:59:56.000Z,276336654aa4f87a,3,1,1,2,1223410619065475075,N/A
1223410558575075328,How is @kcwolf at Power &amp; Light block party with @TechN9ne and in #Miami for #SuperBowl at the same time? I feel betrayed and heartbroken @Chiefs #ChiefsKingdom #Chiefs,240455389,2020-02-01T00:59:41.000Z,ac88a4f17a51c7fc,0,0,0,0,1223410558575075328,N/A
1223410521971609600,"Watching now, with cheap pizza and beer,  because will be watching the Super Bowl Sunday night.

Life is good. #GroundhogDay https://t.co/O8AhbqeySE",222286514,2020-02-01T00:59:32.000Z,01fbe706f872cb32,1,0,0,2,1223410521971609600,N/A
1223410472164085760,It doesn’t even feel like the Super Bowl should be Sunday,2374562750,2020-02-01T00:59:21.000Z,319ee7b36c9149da,2,0,0,0,1223410472164085760,N/A
1223410422595846146,"📍 Miami 

#SuperBowl 

Thank you @Hyatt ❤️ https://t.co/5CPI41sQyI",71282326,2020-02-01T00:59:09.000Z,4ec01c9dbc693497,29,0,5,1,1223410422595846146,N/A
1223410357802360832,"When you meet one of your favorite sports anchors on @espn !!! Thank you so much @HannahStormESPN for talking with us and for the photo! Also, reppin' @26shirts and @mrdeadlier down here in the 305! GO BILLS!!! ❤️💙 #superbowl #liveitmiami #nfl #billsmafia https://t.co/10aHhPcx2u",373058646,2020-02-01T00:58:53.000Z,07d9f31eae883003,25,0,1,2,1223410357802360832,N/A
1223410288369848321,"STORY - Two days stand before Super Bowl 54 for former @EIUPantherFB QB @JimmyG_10. The impact Jimmy G made on @eiu's campus, is still fresh in the communities mind. 
@ORzodkiewicz
https://t.co/w3WLDsk5Xu",951177708192624640,2020-02-01T00:58:37.000Z,1a3ba0458554bafe,6,0,0,2,1223410288369848321,N/A
1223410280056553473,"Duckface was the only expression I could manage when the heat kicked in 🔥🔥😅

Thanks @Portlandwings for the Super Bowl Sunday tips!! #KOINNewsAMExtra 

https://t.co/um4w3uMShp https://t.co/DypPv1dI1A",199927997,2020-02-01T00:58:35.000Z,ac88a4f17a51c7fc,10,1,1,2,1223410280056553473,N/A
1223410244207902721,"Always love starting Super Bowl weekend with the @westwood1sports reception. So proud of my Dad, calling his 10th consecutive Super Bowl- most in NFL history. Check out my Instagram story to see their game preview https://t.co/ANB4xlKVJH",301032087,2020-02-01T00:58:26.000Z,2bc7c264a080898b,373,2,16,12,1223410244207902721,N/A
1223410213350330369,Bang Bang Niner Gangs all here! Getting ready for a Friday night Superbowl edition of @49ers Central from Dream Hotel in South Beach with @maioccocsn!  Catch us at 8 tonight on nbcsauthentic 🏈🙌🏻🔥 @ Dream South Beach https://t.co/DxZ6eckRrj,49460011,2020-02-01T00:58:19.000Z,0121b92345f0e2b4,24,0,2,2,1223410213350330369,N/A
1223410150725373953,Who the hell thought it was good idea to have Critical Mass on Super Bowl Friday?,29234146,2020-02-01T00:58:04.000Z,04cb31bae3b3af93,31,6,5,7,1223410150725373953,N/A
